"gross","movies.Studio","movies.Year","movies.Title"
1004.0776,"Universal Pictures",2018,"Fifty Shades Freed"
992.15042,"Walt Disney Studios Motion Pictures",2018,"Christopher Robin"
832.40103,"Warner Bros.",2018,"Smallfoot"
819.03458,"Twentieth Century Fox",2018,"The Post"
773.3913,"Universal Pictures",2018,"Night School"
1271.95589,"Paramount Pictures",2018,"Bumblebee"
694.88745,"Universal Pictures",2018,"The First Purge"
691.79066,"Warner Bros.",2018,"Game Night"
685.66296,"Paramount Pictures",2018,"Book Club"
685.49695,"Universal Pictures",2018,"The House with a Clock in Its Walls"
684.2012,"Universal Pictures",2018,"Skyscraper"
677.4533,"Universal Pictures",2018,"Insidious: The Last Key"
673.63237,"Paramount Pictures",2018,"Instant Family"
1038.04407,"Warner Bros.",2018,"The Mule"
603.11495,"Universal Pictures",2018,"Blockers"
598.74525,"Universal Pictures",2018,"Pacific Rim: Uprising"
582.50803,"Warner Bros.",2018,"Tomb Raider"
580.32443,"Twentieth Century Fox",2018,"Maze Runner: The Death Cure"
547.30625,"Warner Bros.",2018,"Tag"
548.58851,"Walt Disney Studios Motion Pictures",2018,"The Nutcracker and the Four Realms"
535.48586,"Lionsgate",2018,"A Simple Favor"
530.59911,"Warner Bros.",2018,"Life of the Party"
510.24708,"Twentieth Century Fox",2018,"The Predator"
500.72235,"Sony Pictures Entertainment (SPE)",2018,"Sicario: Day of the Soldado"
468.74505,"Twentieth Century Fox",2018,"Red Sparrow"
468.4059,"Universal Pictures",2018,"Breaking In"
467.00633,"Sony Pictures Entertainment (SPE)",2018,"Goosebumps 2: Haunted Halloween"
458.19713,"Warner Bros.",2018,"12 Strong"
449.36545,"Universal Pictures",2018,"First Man"
435.49096,"Lionsgate",2018,"Acrimony"
432.42871,"Paramount Pictures",2018,"Sherlock Gnomes"
424.69946,"Lionsgate",2018,"Uncle Drew"
424.02632,"Twentieth Century Fox",2018,"Widows"
1048.9753,"Universal Pictures",2018,"Pitch Perfect 3"
414.11015,"Universal Pictures",2018,"Truth or Dare"
408.91591,"Warner Bros.",2018,"Paddington 2"
408.26341,"Twentieth Century Fox",2018,"Love, Simon"
363.43858,"Lionsgate",2018,"The Commuter"
362.76286,"Warner Bros.",2018,"The 15:17 to Paris"
335.62069,"Lionsgate",2018,"The Spy Who Dumped Me"
327.32301,"Paramount Pictures",2018,"Annihilation"
850.80171,"Universal Pictures",2018,"Green Book"
317.1311,"Paramount Pictures",2018,"Nobody's Fool"
844.1038,"Twentieth Century Fox",2018,"Ferdinand"
308.24628,"Lionsgate",2018,"Robin Hood"
306.17396,"Twentieth Century Fox",2018,"Super Troopers 2"
2104.60015,"Walt Disney Studios Motion Pictures",2018,"Coco"
297.90236,"Warner Bros.",2018,"Teen Titans GO! To the Movies"
297.19483,"Twentieth Century Fox",2018,"The Hate U Give"
250.91816,"Lionsgate",2018,"Winchester"
217.04844,"Paramount Pictures",2018,"Overlord"
305.73626,"Sony Pictures Entertainment (SPE)",2018,"Holmes & Watson"
205.45116,"Sony Pictures Entertainment (SPE)",2018,"SuperFly"
178.39115,"Twentieth Century Fox",2018,"Bad Times at the El Royale"
157.6746,"Lionsgate",2018,"Hunter Killer"
159.5104,"Universal Pictures",2018,"Mortal Engines"
148.41338,"Sony Pictures Entertainment (SPE)",2018,"The Girl in the Spider's Web"
126.95691,"Twentieth Century Fox",2018,"The Darkest Minds"
111.07431,"Lionsgate",2018,"Hell Fest"
1324.22809,"Lionsgate",2018,"Wonder"
91.86156,"Lionsgate",2018,"Traffik"
107.6352,"Universal Pictures",2018,"Welcome to Marwen"
82.67544,"Lionsgate",2018,"Early Man"
179.56913,"Warner Bros.",2018,"They Shall Not Grow Old"
244.49754,"Paramount Pictures",2018,"Downsizing"
61.00309,"Twentieth Century Fox",2018,"Once Upon a Deadpool"
75.74012,"Warner Bros.",2018,"Pandas"
57.18096,"Lionsgate",2018,"Kin"
50.59608,"Paramount Pictures",2018,"Action Point"
175.01244,"Warner Bros.",2018,"Father Figures"
44.1217,"Universal Pictures",2018,"Johnny English Strikes Again"
43.33394,"Lionsgate",2018,"Blindspotting"
3150.58289,"Walt Disney Studios Motion Pictures",2018,"Thor: Ragnarok"
2290.24295,"Warner Bros.",2018,"Justice League"
32.36321,"Warner Bros.",2018,"2001: A Space Odyssey"
8583.73,"Walt Disney Studios Motion Pictures",2019,"Avengers: Endgame"
5436.38043,"Walt Disney Studios Motion Pictures",2019,"The Lion King"
4340.38008,"Walt Disney Studios Motion Pictures",2019,"Toy Story 4"
4773.73578,"Walt Disney Studios Motion Pictures",2019,"Frozen II"
4268.29839,"Walt Disney Studios Motion Pictures",2019,"Captain Marvel"
5152.02542,"Walt Disney Studios Motion Pictures",2019,"Star Wars: Episode IX - The Rise of Skywalker"
3905.32085,"Sony Pictures Entertainment (SPE)",2019,"Spider-Man: Far from Home"
3555.59216,"Walt Disney Studios Motion Pictures",2019,"Aladdin"
3354.51311,"Warner Bros.",2019,"Joker"
2115.93228,"Warner Bros.",2019,"It Chapter Two"
3203.1496,"Sony Pictures Entertainment (SPE)",2019,"Jumanji: The Next Level"
1750.8458,"Universal Pictures",2019,"Us"
1739.56935,"Universal Pictures",2019,"Fast & Furious Presents: Hobbs & Shaw"
1710.15687,"Lionsgate",2019,"John Wick: Chapter 3 - Parabellum"
1607.99505,"Universal Pictures",2019,"How to Train Your Dragon: The Hidden World"
1588.74395,"Universal Pictures",2019,"The Secret Life of Pets 2"
1441.05346,"Warner Bros.",2019,"Pokémon Detective Pikachu"
1425.02728,"Sony Pictures Entertainment (SPE)",2019,"Once Upon a Time... In Hollywood"
1403.71656,"Warner Bros.",2019,"Shazam!"
3350.61807,"Warner Bros.",2019,"Aquaman"
1653.63234,"Lionsgate",2019,"Knives Out"
1147.66307,"Walt Disney Studios Motion Pictures",2019,"Dumbo"
1139.29605,"Walt Disney Studios Motion Pictures",2019,"Maleficent: Mistress of Evil"
1110.48468,"Universal Pictures",2019,"Glass"
1105.00138,"Warner Bros.",2019,"Godzilla: King of the Monsters"
1176.24357,"Twentieth Century Fox",2019,"Ford v Ferrari"
1058.06508,"Warner Bros.",2019,"The Lego Movie 2: The Second Part"
963.6816,"Paramount Pictures",2019,"Rocketman"
858.3821,"Twentieth Century Fox",2019,"Alita: Battle Angel"
831.40306,"Universal Pictures",2019,"Good Boys"
1902.4131,"Sony Pictures Entertainment (SPE)",2019,"Spider-Man: Into the Spider-Verse"
800.01807,"Sony Pictures Entertainment (SPE)",2019,"Men in Black: International"
741.52591,"Warner Bros.",2019,"Annabelle Comes Home"
732.8665,"Universal Pictures",2019,"Yesterday"
732.57045,"Lionsgate",2019,"A Madea Family Funeral"
731.23082,"Sony Pictures Entertainment (SPE)",2019,"Zombieland: Double Tap"
690.30436,"Lionsgate",2019,"Angel Has Fallen"
689.47075,"Lionsgate",2019,"Scary Stories to Tell in the Dark"
1719.58438,"Walt Disney Studios Motion Pictures",2019,"Mary Poppins Returns"
658.45974,"Twentieth Century Fox",2019,"X-Men: Dark Phoenix"
622.53077,"Paramount Pictures",2019,"Terminator: Dark Fate"
607.1639,"Universal Pictures",2019,"Abominable"
604.77943,"Paramount Pictures",2019,"Dora and the Lost City of Gold"
570.05601,"Sony Pictures Entertainment (SPE)",2019,"Escape Room"
617.04055,"Sony Pictures Entertainment (SPE)",2019,"A Beautiful Day in the Neighborhood"
568.46802,"Lionsgate",2019,"Midway"
1271.95589,"Paramount Pictures",2019,"Bumblebee"
547.33739,"Warner Bros.",2019,"The Curse of La Llorona"
547.24696,"Paramount Pictures",2019,"Pet Sematary"
546.11903,"Paramount Pictures",2019,"What Men Want"
850.80171,"Universal Pictures",2019,"Green Book"
501.8837,"Twentieth Century Fox",2019,"Ad Astra"
487.91187,"Warner Bros.",2019,"Isn't It Romantic"
485.4677,"Paramount Pictures",2019,"Gemini Man"
458.96028,"Universal Pictures",2019,"Ma"
457.29221,"Lionsgate",2019,"Five Feet Apart"
452.16793,"Paramount Pictures",2019,"Wonder Park"
448.19352,"Lionsgate",2019,"Rambo: Last Blood"
444.51847,"Paramount Pictures",2019,"Playing with Fire"
420.04346,"Sony Pictures Entertainment (SPE)",2019,"A Dog's Way Home"
416.67116,"Sony Pictures Entertainment (SPE)",2019,"The Angry Birds Movie 2"
408.60481,"Universal Pictures",2019,"Little"
438.0831,"Universal Pictures",2019,"Queen & Slim"
407.13082,"Twentieth Century Fox",2019,"Breakthrough"
1038.04407,"Warner Bros.",2019,"The Mule"
390.14193,"Paramount Pictures",2019,"Crawl"
1081.01214,"Sony Pictures Entertainment (SPE)",2019,"Little Women"
351.5075,"Universal Pictures",2019,"Last Christmas"
321.38862,"Lionsgate",2019,"Cold Pursuit"
315.81712,"Warner Bros.",2019,"Doctor Sleep"
303.16271,"Lionsgate",2019,"Long Shot"
667.57013,"Twentieth Century Fox",2019,"Spies in Disguise"
281.4813,"Universal Pictures",2019,"Happy Death Day 2U"
2164.28042,"Twentieth Century Fox",2019,"Bohemian Rhapsody"
263.95642,"Twentieth Century Fox",2019,"The Art of Racing in the Rain"
2010.91711,"Walt Disney Studios Motion Pictures",2019,"Ralph Breaks the Internet"
227.82371,"Universal Pictures",2019,"A Dog's Journey"
223.70452,"Twentieth Century Fox",2019,"Stuber"
219.03748,"Lionsgate",2019,"Hellboy"
213.60215,"Warner Bros.",2019,"Shaft"
271.6677,"Universal Pictures",2019,"Cats"
317.62808,"Lionsgate",2019,"Bombshell"
223.45542,"Warner Bros.",2019,"Richard Jewell"
178.03077,"Sony Pictures Entertainment (SPE)",2019,"Charlie's Angels"
171.56058,"Warner Bros.",2019,"The Good Liar"
167.9079,"Twentieth Century Fox",2019,"The Kid Who Would Be King"
150.06824,"Sony Pictures Entertainment (SPE)",2019,"Miss Bala"
2152.88866,"Warner Bros.",2019,"A Star Is Born"
179.56913,"Warner Bros.",2019,"They Shall Not Grow Old"
121.80032,"Warner Bros.",2019,"The Kitchen"
119.01145,"Warner Bros.",2019,"Blinded by the Light"
104.2973,"Universal Pictures",2019,"Black Christmas"
305.73626,"Sony Pictures Entertainment (SPE)",2019,"Holmes & Watson"
92.77736,"Warner Bros.",2019,"Motherless Brooklyn"
77.43794,"Lionsgate",2019,"Anna"
76.99452,"Walt Disney Studios Motion Pictures",2019,"Penguins"
65.46159,"Lionsgate",2019,"Jexi"
53.32621,"Warner Bros.",2019,"The Goldfinch"
49.50029,"Warner Bros.",2019,"The Sun Is also a Star"
2706.2095,"Universal Pictures",2019,"The Grinch"
1595.55901,"Warner Bros.",2019,"Fantastic Beasts: The Crimes of Grindelwald"
673.63237,"Paramount Pictures",2019,"Instant Family"
107.6352,"Universal Pictures",2019,"Welcome to Marwen"
2063.05244,"Sony Pictures Entertainment (SPE)",2020,"Bad Boys for Life"
1592.27644,"Universal Pictures",2020,"1917"
1489.74665,"Paramount Pictures",2020,"Sonic the Hedgehog"
3203.1496,"Sony Pictures Entertainment (SPE)",2020,"Jumanji: The Next Level"
5152.02542,"Walt Disney Studios Motion Pictures",2020,"Star Wars: Episode IX - The Rise of Skywalker"
841.58461,"Warner Bros.",2020,"Birds of Prey"
770.47065,"Universal Pictures",2020,"Dolittle"
1081.01214,"Sony Pictures Entertainment (SPE)",2020,"Little Women"
704.1,"Universal Pictures",2020,"The Invisible Man"
615.55145,"Walt Disney Studios Motion Pictures",2020,"Onward"
584.56624,"Warner Bros.",2020,"Tenet"
1653.63234,"Lionsgate",2020,"Knives Out"
4773.73578,"Walt Disney Studios Motion Pictures",2020,"Frozen II"
667.57013,"Twentieth Century Fox",2020,"Spies in Disguise"
360.01502,"Warner Bros.",2020,"Just Mercy"
585.68815,"Universal Pictures",2020,"The Croods: A New Age"
273.09289,"Sony Pictures Entertainment (SPE)",2020,"Fantasy Island"
465.34027,"Warner Bros.",2020,"Wonder Woman 1984"
221.69514,"Paramount Pictures",2020,"Like a Boss"
212.21803,"Sony Pictures Entertainment (SPE)",2020,"The Grudge"
205.78185,"Universal Pictures",2020,"The Photograph"
172.91078,"Twentieth Century Fox",2020,"Underwater"
154.72775,"Universal Pictures",2020,"The Turning"
317.62808,"Lionsgate",2020,"Bombshell"
135.90514,"Warner Bros.",2020,"The Way Back"
1176.24357,"Twentieth Century Fox",2020,"Ford v Ferrari"
125.61824,"Sony Pictures Entertainment (SPE)",2020,"Bloodshot"
98.68521,"Lionsgate",2020,"I Still Believe"
90.30855,"Universal Pictures",2020,"Freaky"
271.6677,"Universal Pictures",2020,"Cats"
58.125,"Universal Pictures",2020,"The Hunt"
54.37971,"Paramount Pictures",2020,"The Rhythm Section"
617.04055,"Sony Pictures Entertainment (SPE)",2020,"A Beautiful Day in the Neighborhood"
48.28,"Walt Disney Studios Motion Pictures",2020,"Hocus Pocus"
223.45542,"Warner Bros.",2020,"Richard Jewell"
48.1079,"Paramount Pictures",2020,"The SpongeBob Movie: Sponge on the Run"
126.68325,"Universal Pictures",2020,"News of the World"
438.0831,"Universal Pictures",2020,"Queen & Slim"
24.82,"Walt Disney Studios Motion Pictures",2020,"Star Wars: Episode V - The Empire Strikes Back"
63.06897,"Lionsgate",2020,"Fatale"
22.86,"Walt Disney Studios Motion Pictures",2020,"The Nightmare Before Christmas"
3354.51311,"Warner Bros.",2020,"Joker"
1425.02728,"Sony Pictures Entertainment (SPE)",2020,"Once Upon a Time... In Hollywood"
13.866,"Universal Pictures",2020,"Jurassic Park"
10.70714,"Paramount Pictures",2020,"Love and Monsters"
9.13935,"Universal Pictures",2020,"All My Life"
8.71,"Warner Bros.",2020,"National Lampoon's Christmas Vacation"
8.25,"Warner Bros.",2020,"The Goonies"
7.583,"Universal Pictures",2020,"Jaws"
2104.60015,"Walt Disney Studios Motion Pictures",2020,"Coco"
7.27,"Walt Disney Studios Motion Pictures",2020,"Toy Story"
7.26,"Walt Disney Studios Motion Pictures",2020,"Monsters, Inc."
7.06,"Walt Disney Studios Motion Pictures",2020,"The Santa Clause"
7.11,"Warner Bros.",2020,"The Polar Express"
1139.29605,"Walt Disney Studios Motion Pictures",2020,"Maleficent: Mistress of Evil"
568.46802,"Lionsgate",2020,"Midway"
104.2973,"Universal Pictures",2020,"Black Christmas"
5.42,"Walt Disney Studios Motion Pictures",2020,"Guardians of the Galaxy"
4.73781,"Universal Pictures",2020,"The Grinch"
5.00104,"Paramount Pictures",2020,"Spell"
4.05904,"Paramount Pictures",2020,"Buddy Games"
3.25,"Walt Disney Studios Motion Pictures",2020,"Die Hard"
444.51847,"Paramount Pictures",2020,"Playing with Fire"
4.2018,"Universal Pictures",2020,"How the Grinch Stole Christmas"
2.52,"Warner Bros.",2020,"Wonder Woman"
2.47,"Universal Pictures",2020,"Back to the Future"
2.4,"Twentieth Century Fox",2020,"Bohemian Rhapsody"
2.15,"Walt Disney Studios Motion Pictures",2020,"Frozen"
731.23082,"Sony Pictures Entertainment (SPE)",2020,"Zombieland: Double Tap"
171.56058,"Warner Bros.",2020,"The Good Liar"
2245.37817,"Walt Disney Studios Motion Pictures",2021,"Shang-Chi and the Legend of the Ten Rings"
2095.18406,"Sony Pictures Entertainment (SPE)",2021,"Venom: Let There Be Carnage"
1836.51655,"Walt Disney Studios Motion Pictures",2021,"Black Widow"
1730.05945,"Universal Pictures",2021,"F9: The Fast Saga"
1600.72261,"Paramount Pictures",2021,"A Quiet Place Part II"
1507.3615,"Walt Disney Studios Motion Pictures",2021,"Eternals"
1169.87516,"Walt Disney Studios Motion Pictures",2021,"Jungle Cruise"
1005.63133,"Warner Bros.",2021,"Godzilla vs. Kong"
919.7179,"Universal Pictures",2021,"Halloween Kills"
1021.52085,"Warner Bros.",2021,"Dune"
875.14898,"Sony Pictures Entertainment (SPE)",2021,"Ghostbusters: Afterlife"
861.03234,"Walt Disney Studios Motion Pictures",2021,"Cruella"
705.28072,"Warner Bros.",2021,"Space Jam: A New Legacy"
655.65074,"Warner Bros.",2021,"The Conjuring: The Devil Made Me Do It"
611.8657,"Universal Pictures",2021,"Candyman"
573.0028,"Universal Pictures",2021,"The Boss Baby: Family Business"
558.00219,"Warner Bros.",2021,"The Suicide Squad"
547.23032,"Walt Disney Studios Motion Pictures",2021,"Raya and the Last Dragon"
482.4251,"Universal Pictures",2021,"Old"
460.41123,"Warner Bros.",2021,"Tom and Jerry"
445.39245,"Universal Pictures",2021,"The Forever Purge"
430.1685,"Paramount Pictures",2021,"Clifford the Big Red Dog"
405.67273,"Walt Disney Studios Motion Pictures",2021,"Encanto"
403.36536,"Sony Pictures Entertainment (SPE)",2021,"Peter Rabbit 2: The Runaway"
401.27371,"Paramount Pictures",2021,"PAW Patrol: The Movie"
380.14727,"Lionsgate",2021,"Hitman's Wife's Bodyguard"
422.01013,"Warner Bros.",2021,"Mortal Kombat"
298.79041,"Warner Bros.",2021,"In the Heights"
282.64325,"Paramount Pictures",2021,"Snake Eyes"
272.68035,"Universal Pictures",2021,"Nobody"
585.68815,"Universal Pictures",2021,"The Croods: A New Age"
251.88958,"Sony Pictures Entertainment (SPE)",2021,"Escape Room: Tournament of Champions"
465.34027,"Warner Bros.",2021,"Wonder Woman 1984"
232.16862,"Lionsgate",2021,"Spiral"
176.35215,"Universal Pictures",2021,"Spirit Untamed"
152.44012,"Warner Bros.",2021,"The Little Things"
150.02646,"Universal Pictures",2021,"Dear Evan Hansen"
133.74014,"Warner Bros.",2021,"Malignant"
132.87908,"Lionsgate",2021,"Chaos Walking"
113.45895,"Warner Bros.",2021,"King Richard"
102.80333,"Warner Bros.",2021,"Cry Macho"
126.68325,"Universal Pictures",2021,"News of the World"
82.20603,"Warner Bros.",2021,"The Many Saints of Newark"
74.46823,"Lionsgate",2021,"The Protege"
73.47103,"Warner Bros.",2021,"Those Who Wish Me Dead"
54.46607,"Warner Bros.",2021,"Judas and the Black Messiah"
63.06897,"Lionsgate",2021,"Fatale"
39.00193,"Warner Bros.",2021,"Reminiscence"
36.89637,"Sony Pictures Entertainment (SPE)",2021,"12 Mighty Orphans"
31.49935,"Lionsgate",2021,"Voyagers"
12.53415,"Universal Pictures",2021,"Scott Pilgrim vs. the World"
10.16725,"Lionsgate",2021,"The Jesus Music"
9.71,"Sony Pictures Entertainment (SPE)",2021,"Love Story"
8.5,"Warner Bros.",2021,"Scoob!"
4.48,"Paramount Pictures",2021,"World War Z"
584.56624,"Warner Bros.",2021,"Tenet"
4.57577,"Paramount Pictures",2021,"Top Gun"
3.73169,"Lionsgate",2021,"Ghost in the Shell"
3.34,"Walt Disney Studios Motion Pictures",2021,"The Emperor's New Groove"
90.30855,"Universal Pictures",2021,"Freaky"
2.1439,"Universal Pictures",2021,"Together"
1.88,"Paramount Pictures",2021,"Kaamelott: First Installment"
1.35,"Walt Disney Studios Motion Pictures",2021,"Alien"
1.15,"Universal Pictures",2021,"Jurassic World"
